text,profanity
"bust nicca head , smack ho , shoot club !",1
lrt just did im saddened bc tweeting like hoe,1
bitches judging like experience life billion dollar club . 'm highly favor doing pretty damn,1
light skin girls biggest hoes ?,1
@ im_flashy_bitch : bitches like talk ya bitch bitch bitch,1
@ louievree : bitch reads message does n't respond,1
know n't like cussss yo bitch likely doesss,1
cuntits,1
n't kiss hoes mouth . unless .,1
@ beattyjustin @ kyoppcoalition proud hillbilly .,0
@ taylanicolexo 're just pussy .,1
`` pull pussy dodge collect panties alright . '' -stormy jake,1
@ kingtunchi_ : lowkey sum hoes map ... kingtunchi bitch !,1
yo bitch wild miles pussy car,1
@ kieffer_jason nigga 5:42 went homeboy texted u 5:50 naw u bitch,1
@ warriorrn61 peak war w joins texas natl guard outta nam . facts bitch .,1
"abby doesnt understand beautiful , bitch straight trippin . know guys droolin boutchu . dont play . lmao",1
bitches talking shit whisper ?,1
@ royceda59 green bananas better yellow ones .,0
bitch 're ugliest cunt .,1
watch-obamas newly released gitmo jihadi links terrorists syria,0
chris brown talking bout hisself said `` hoes ai n't loyal ? '',1
@ jhazethagod : niggas bitch fight bitch naw 'm whomp trick feel 'm coming,1
early bird gets worm .... # gogetit,0
stay home bitch fuck u,1
butt-munchers,1
"'s flirt , mad bitches inbox . skrr skrr",1
pole sucker,1
"@ _lakers4life24 tracy morgan sad comparison ..... come try , dwight howard accurate . stupid monkey .",0
coke white bitches .,1
bitches,1
we1back,1
@ _yeaimmaboss : @ 100046729 : wonder @ oomf like want fuck wrong brave bitch,1
@ rivenbarkyahoo @ hale_razor jim hogg county dirt poor democrat leaning county .. hebronville 's seat . 's near ghetto,1
@ liamgeraldshone @ arannicolwhufc @ dsaend ur fucking half breed dog . stop acting .,1
"nigga public new young bitch , rubbin face reacts ww3 ? probably ai n't seen drake",1
@ varepall : charlie rangel gop : 'believe slavery n't ' flagrant tax evader racist,0
@ deeznutsdoe dirty little bitch,1
young gem don chief killing yo ... going real music .. bubble gum trash booth ...,1
@ kinghov1313 @ pr3ttyn33 song trash ....,0
@ toomessedup : fucking retarded question ...,1
@ vrtwxrk_flash : mac 10 lay floor like matress `` @ yungchipotle : young based god came straight bitches '',1
wont catfished anymore tho bc im longer trying stick myy pp twitter hoes,1
@ iceom @ supurmario27 coolin nig ( @ 1timmytee voice ) uhhee ( @ iceom laugh ),1
@ causewereguys : marilyn monroe biggest hoe time ... bitches worship like got nobel prize did fuc,1
@ brianstelter took uber yesterday . advertised 20 % ny taxis actually yellow taxi price . # uber,0
@ luiesanches : proudly racist . u dumb nigger,1
@ urbanengiish : phone goes class teacher says `` turn trash '' song mixtape = https : //t,0
@ genuinemitzi @ nonvictional fags . !,1
@ evanbecker513 doing bitch,1
ai n't neva care ah bitch say bout,1
"@ rudebwoyroscoe : real bitch , 's bitch ass nigga did wrong strong .",1
`` @ analicialouise : tevin favorite sophomore think 's funny '' hes really . lmaoo hes little hoe,1
"@ dopealbanian : know thing tho , bitches come .",1
@ m_rad : bitch fat ass way live u young shit gon na old tho lot dents,1
@ _____al : y'all tweakin wit wce shit . ai n't way hell u like bitch single day .,1
"@ chiief_d : @ pboy562 `` .. say , fucked hoes money ''",1
"@ victoria_star1 haha .. monkey feet , like .. 4 real , feet magical .. smoothes nook cranny tightness ; }",0
"hey new followers * waving * welcome ion talking bout shyt tho , just retarded ass thoughts pop head",1
@ sariyadaniellee : @ jayjuice22 : nigga got slept faggot sues just run watch ya backlol just like pe,1
@ drunksixthgrade : new years resolution fuck ur bitch 2014 times,1
ca n't hoe # fixmylife,1
@ _aleahmonique : `` @ whitdawgem_ : real bitches really hungry wo n't arguing bitches twitter straight flexin '',1
hugs kisses ? hugs . gives warm fuzzy feeling .,0
@ julia_rodd : kennies angry talks like ghetto black man really n't think notices hahahahahahaha 'm laughing @,1
fuk1n,1
"@ godaddy hope guys attacked supporting sopa , bunch dirty snake faggots .",1
@ richbum_mitch say got lil bitch ai n't getting memo,1
@ babbbygirl0317 : # honestyhour bitch better try fuck girl cause,1
"# porn , # android , # iphone , # ipad , # sex , # xxx , | # anal | blonde tranny ass fucked",1
@ craigslistlove : women just n't blessed cotton candy pussy,1
@ kenzieblake2015 duh ! 're main bitch : ),1
damn think redskins lost @ kxrxsxb,0
mom tried buy beaner boots bc sale like 'm mariachi band stop .,1
@ divamonroe2uhoe : niggas wan na talk god gays .. pussy eating night ? ai n't god ag,1
@ big_jim777 happy birthday dirty little bird tear,0
@ imgooby 're funny trash,0
blank son 's bitches # getatme # goofy # fuckmongo # naynayismongo,1
@ iamqueenlatifah @ plated letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu ^n emoto ill egg god ?,0
"@ wolfgangabedeus bitch called , missing dick",1
@ amandashow__ bet good pussy ! ! !,1
@ slllick_ : y'all like .. `` want love like rashad new new '' ... shit y'all got . lying ass hoes lmao,1
"@ clicquotsuave : perfect vision .... , niggs , mas hoes , mas clicquot , mas dom p , mas moet , `` type party '' blasting cali condo",1
stoni n't doing faggot gook speak 's actually funny,1
"@ charliedayquote : viet-goddamn-nam , 's happened ! beer , bitch ! @ john_colman",1
"@ whale__tail 'd note say ? `` stop bitch , 's flowers . 3 '' gets em everytime",1
stay faithful room hoes,1
cat kill birds make huge mes feathers,0
@ mommemusthaves : mmmh daily ! stories @ kristincruz @ exmoshow # yellow ! @ romyraves luv bling !,0
mothafvcked,1
@ _iforeign : talking shit yo pockets ai n't shit yo bitch ai n't shit yo life ai n't shit nigga just ai n't shit nig,1
fuccn yo bitch wet like pool,1
@ lipstickyoda : son `` nigger '' : respectable white ppl uncomfortable w/ . `` thug '' : probably w,1
@ bitchbeeasy_ : niggas w bitch tendencies,1
damn internal alarm clock . woke 6:35am feeling chunky 3am cheerios splurge . guilt led treadmill . # gym # nosleep,0
`` @ jasminepore : dressed cat halloween basic . '' ... pussy,1
@ zzzentropy @ guynamedjordan bitch boys,1
finally got updated pic angel wing colored,0
@ cthagod : takes bitch ass monkey human fuck bodies peace serenity .,1
hey shawnda .. 'm rich bitch ! !,1
@ fightsonvine bitch dont think playin wit !,1
@ dedepayton : hoes friendly . althea wants say hi .,1
think america crooked laws ? women countries executed street shoning.you american hoes n't make .,1
100s 50s 20s yea like money order bad asian bitch yea look just like kemora,1
"@ bl0ndeb1tch_ : love really blind , stupid cunt feeling .",1
hoes bitch ... talk irrelevant shit ...,1
dayum @ tristine214 : seen bitches knocking censor tags clothes patio hammers,1
l3i + ch,1
@ nasshrodriguez @ linndaroose patty pussy,1
ghost picks u u dive pussy,1
lmao ! @ chollie_grapes fish pussy wett ?,1
'm saying ! ! @ ___bria : panties vs. ion look like bitches tho,1
@ thefunnyvines : crazy bird,0
come brothas moc culture differences like ... bitch plz,1
@ sactownprodigy lol just like rgiii like weak bitch return year win 3 games,1
@ zitlalyl : @ vic_manzan0 haha doubt did bitches track field ? soo,1
buttfucker,1
@ keyna__ : @ cosmeticjunkiee : `` need laid sike im celibate '' bitches like,1
@ im_thirst love louis ck ! quit bein faggot suck dick,1
@ moneypulatief @ globalriot nee dat na langdurig gepest worden.zoals ik al zei : d kiem smoren.is ook vb voor t kind hoe je moet optreden,0
@ exquizitebeauty : @ idoclyfe : gave `` lil nigger '' push smh ..,1
@ alexpappas : rick scott refuses appear debate stage charlie crist illegal electronic fan,0
@ jay_ibarra95 bad bitch ! shit forever,1
# tweetlikelexi nah gon na sit gon na walk bitch .,1
respect bitches respect theyself. # truu,1
"ezra miller crack changing , regardless identifies queer gay .",0
b1tchez,1
@ sexualgif : pass chance hot faithful girl cause single life hoes mind just plain dumb m,1
darf retarded lol,1
@ day_cantkeepup : hoes dying attention,1
"kidding guys n't hoes , n't let @ lov3tadaisha lie y'all .",1
taking second mortgage betting yankees winning world cup . win lot ; like no-brainer .,0
'm tryna turn m 's b 's bitch !,1
broke hoes wan na argue u ai n't ate day u energy,1
@ raqithunda : trick reality tv making tacky bitches classy badgering real women real ethic submission . 's,1
seperate niggas n't trust niggas ai n't starve wit bitches did n't fuc !,1
just salty ugly white @ jaywiz614 : @ itsnotharold hoes,1
"@ jaymewes : eat pussy , repeat ! ! !",1
@ girlthatsvonte wont ima come piss bitch,1
today 's spy ops : ( sexy smooth soles . feel good shaft balls . love grass stains ),1
@ killdion @ h_christianne politics n't twitter coon lol,1
"stop smokin ' bathsalt , charlie brown ! # rejectedpeanutsspecials",0
"look y'all makeup bitches , lookin like ghost ya wake bitches",1
# ultimatepickupline bitch naked . works 10 times 10 's drunk : ),1
@ gabrielaangela4 : bitches like fuck ponies ponies ve like fuck bitches .,1
"@ korykisling got ta like 20 heads . brings tree , bring food , bitches , liquor course .",1
"`` roads diverged yellow wood , chose jtunheimr '' - robert frost giant",0
"@ thejadednyer oh , turns baby aint ! * does jig *",0
"@ sethmacfarlane : endeth warm , fuzzy holiday lesson : love granted , gone flash .",0
@ t__amil tell yu ain uh bitch uh hoe yu yo,1
yall know skip bayless slit wrists romo ! lol,0
shoutout brooklyn $ 3.47/gal gas . way atlantic mess ghetto girls working target .,1
biggie flyest cunt rap . # biggie,1
craziest hos reason tv hands teirra marie ( ghetto way spell ) siah 's cute ass girl,1
"@ kingtunchi_ : finally realize bitches just wan na , wan na fall",1
@ mal_dagladiator bitch fuck mentions malzeno !,1
international law enforcement operation disrupts shylock banking malware - pcworld : international law enforcem ...,0
's young ho n't want nuthin old bank roll,1
goes ape shit ass like nigggga tf doin hust saved yo life pushed ass wall calmed,1
real shit n stay chill shit .. niccas chill wit !,1
@ doctor_johnson_ : ca n't appreciate woman 're entertaining hoes .,1
just realized @ dirkalisic talking shit nonstop past 48 hours . stop texting bitch .,1
"@ yankees : analyzing impact masahiro tanaka # springtraining daily , brought @ yankeesondemand :",0
"@ jemelehill @ 8ironz85 said , 's ok u let ur man punch u ur pussy long makes u cum ?",1
@ 9acino_ : `` hoes hoes ... wife '' # wisebrethrenwords,1
"like literally 'm texting n't text slide bitch left , 'd win money",1
big moe rn like hoe haha yuhhhh,1
"bound , gagged , shoved trash bin bullets head . `` suspect natural causes . '' said world 's worst detective .",0
stinky hoe,1
@ ballardddd : @ victorgee97 @ lyyssaaaaaa n't know welcome saturday bitches # privileges,1
"@ lynchiewcvb : big night wcvb . martha coakley-charlie baker debate 7 , bruins-minnesota wild , world series game # 6 .",0
@ leslieeeixta : bdubs packed beaners,1
@ taecocky : 0 hoes,1
@ deuce1990 : lakers kobe trash,0
bitches dead sucking fucking niggaz condom ... wan na rock whitw dress day like bout dem clean,1
say doh doh doh doh bitch kdot,1
@ uhfrocircus : life nigger,1
@ trix2343 okay bitch . tomorrow principals office . .,1
@ urbandictionary : @ the2kgod nigger : fully grown niglet,1
"niggas wait line jordan releases , puttin life line , jus impress bitches",1
"@ whyvee : @ georgegalloway muslim wmn covers yellow star jewish neighbour veil protect , sarajevo,1941 .",0
photo check background spooks .,0
s_h_i_,1
@ kyanne_smith : @ rahshauna . arent bitch .,1
cock sucking,1
`` @ iscoutgirls : @ verbally_abrupt bitch u '' world . ?,1
"fat , toothless , sack chasing bitch just yelled busted ass van window . fuck real job",1
@ consciousfuck : lmao okay lets address pepsi pussy @ thotcho : real niggas know,1
pretty ass niggah .,1
's awesome people 've known years talk trash ask favors later . truly awesome .,0
@ mskeekee90s : throw ! like pizza ! stirring pussy like feature @ t_ndyy @ pamiibabesh,1
nah . people n't tell # artists . 's defies definition trying # youpeople . # retards # game7,0
@ jerseyzbest74 : eagles fans dont fact mcoy trash year everybody figured spread offense # stopit,0
@ thereal_emandm : yankee doodle farm . cotton farm,0
`` model '' hoes follow nigga ... '' blow '' ... hit infamous imma follow 25 people wave ...,1
instagram likes bitch swear dat,1
lol told brother imma good christin girl said nah u wholesome hoe lmaoo bogus says shit like dat mean af,1
@ suckedoff : 3 common white people activities : 1 . wearing tapout 2 . shooting schools 3 . calling nigger xbox,1
"eharmony just informed soulmate 02 sea doo trash bag whataburger taquitos bungeed . thx , dr. neil warren .",0
@ funnypicsdepot : bitches like `` 'm virgin '',1
play ' fuck bitches money ' music,1
"bitches complain baby daddies shit , bitch knew n't shit did n't baby chose",1
spic cop killed . pigs got job 'get ' white people did .,1
`` @ tmacc_gfg : bobby bitch-by @ bobbyshmurdags9 getting live fuck '' hell yea play hoe workout,1
train station harry 's trash 've eurostar refunded trip paris bc train accident,0
"happy birthday main bitch , ride die , girlfriend love @ rosestokoe",1
@ brucewayneakia : niggers dont like,1
@ benjibrown1 : u lookin boss ? job bitch,1
choke bitch,1
sniveling little cunt . embarrassed stand guy . @ joederosacomedy @ thecumiashow,1
@ kingliibax r u faggot ?,1
@ tryhardalby : @ tryhardsilva @ davidam_23 downstairs fucking pussy,1
fuckin wit niggah aint fuckin wit real niggah,1
man stop acting like faggots win ! @ kaepernick7,1
@ blakeanderson21 : @ weston_diamond @ sleezy_jeezy @ justinmiculka01 shoot pussy ! ima beat face asphalt t ...,1
"said gon paying bitch rent , 'm tryna buy extra sweet sour sauce mcdonalds",1
@ emmyhighr0ller @ cyberobama sound like real cunt,1
woman busting ass treat like shit cuz immature ass lil boy . yeah fuck hoe ass niggas .,1
really bad # california faggot marriage forced citizens declared illegal .,1
@ occdissent : ann coulter admits fox news america negro problem . # crime # tcot # gettingreal,1
@ inurselisa @ mailonline dis happens colored man @ rotten_soil 's neighborhood . ai n't sick fo 10 days,1
gon na surprise earl tranny . best 450 fucking spent ? yes,1
goddamn,1
'm bouta let bitch play family . n't matter fuck .,1
follow sum bush ass bitches,1
@ that1guyjeff fuck bitches hope navy beat em week . @ thejournalist44 @ __trail__,1
bitches related . `` kissing cousins '' .,1
@ barackobama @ marchforinnov send damn beaners belong n aint,1
fugger,1
@ shikeattike : pussy niggas n't pussy nigga,1
@ _nowashington liked hoe,1
"@ chlldhoodruiner : `` aint hoe , traphouseeee ''",1
tld hoe 2 wrongs dnt make rite wan na sing,1
okay know 'm like years late freaking hate ana sofia lost fuck dumb bitch wtf problem,1
@ grizzboadams ight nigga tonight 9:00 c burg mall bitch,1
@ doseofoc : @ dirrttyydan fasho 've officially hired bitch,1
"michael sam cut proves fags n't belong football # nfl , heterosexual sport heterosexuals .",1
k ! k3,1
like mcsully like bad bitches pour honey silky body 's 90s,1
@ nelly_flexin : y'all bitches switch roo niggas ! ! ! hell,1
make bitch famous,1
spring break bitches,1
"# porn , # android , # iphone , # ipad , # sex , # xxx , | # italian | baby pussy",1
@ ohsnapsitsshaq : having hoes fun till lose girl really wanted hoes ..,1
@ kevinthegee : @ tropicalblanket : @ kevinthegee finished essay quiz bitchgood job bud proud,1
@ kinghorsedick : `` bitch pull hair win '' @ mryungone lol tweet lose ?,1
mom told use word cunt ... favorite word ! ! ! cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt,1
@ keos_gunnplay : u kill carl nigga glenn whos gon na care hoe maggie,1
`` 'll beat pussy hard '',1
hoes n't like,1
@ heartlle @ kaleigh_mcnasty bitch look like gon blow away fr !,1
@ djfeds suck dick tacos el negro better,1
@ sorryimalex : idkmadz tbh 've seen recess monkey bars busy getting beat lol ! talk ! rate,1
